name,total+AF8-citation,gen+AF8-citation,com+AF8-citation,copious+AF8-citation,self+AF8-citation,NGC,NCC,OC,institute,domain,hindex,i10,hindex validation,Check if hindex lesser than total citations,,,,
A8563,361,12,58,153,5,1,1,0.6316,University of Toronto,Security and Privacy,9,3,81,TRUE,,,,
A8564,56,7,3,15,30,1,1,1,The George Washington University,Programming Languages and Software Engineering,3,2,9,TRUE,,,,
A8565,741,85,330,289,5,1,0.5547,1,Vrije Universiteit Amsterdam ,Systems and Networking,13,24,169,TRUE,,,,
A8566,836,261,547,3,11,1,0.3457,1,Northwestern University,Data Management and Visualization,14,15,196,TRUE,,,,
A8567,877,583,177,103,9,0.3352,1,1,University of Rochester,#NAME?, Vision, Animation, and Game Science+ACI-,26,27,676,TRUE,
A8568,410,145,79,134,17,1,1,0.9146,University of Washington,#NAME?, Vision, Animation, and Game Science+ACI-,19,19,361,TRUE,
A8569,671,86,379,174,9,1,0.4352,1,University of Toronto,Data Management and Visualization,18,23,324,TRUE,,,,
A857,397,1,57,55,109,1,1,0.5592,Oregon State University,Data Science,11,14,121,TRUE,,,,
A8570,182,122,40,15,1,0.3297,1,1,University of Arizona,Data Science,8,7,64,TRUE,,,,
A8571,566,445,24,46,16,0.2138,1,1,Washington University in St. Louis,Ubiquitous Computing,17,22,289,TRUE,,,,
A8572,420,329,2,68,19,0.2167,1,1,University of Notre Dame,#NAME?, Vision, Animation, and Game Science+ACI-,16,19,256,TRUE,
A8573,462,313,131,13,0,0.3225,0.7165,1,Aarhus University,Machine Learning,16,17,256,TRUE,,,,
A8574,507,479,14,8,0,0.0552,1,1,Rijksuniversiteit Groningen,Natural Language Processing,16,17,256,TRUE,,,,
A8575,845,724,79,2,15,0.1432,1,1,University of Massachusetts Amhers ,Artificial Intelligence,28,28,784,TRUE,,,,
A8576,197,46,100,39,3,1,0.4924,1,University of Pittsburgh  ,Molecular Information Systems,11,12,121,TRUE,,,,
A8577,997,3,777,83,30,1,0.2207,0.8957,Pontificia Universidad Catlica de Chile,Human Computer Interaction,24,29,576,TRUE,,,,
A8578,912,386,109,84,95,1,1,0.739,University of Auckland,Ubiquitous Computing,25,25,625,TRUE,,,,
A8579,942,610,124,99,41,0.3524,1,0.9278,Wesleyan University,Systems and Networking,17,19,289,TRUE,,,,
A858,257,200,28,23,4,0.2218,1,1,Cornell University,Data Science,10,0,100,TRUE,,,,
A8580,558,20,199,170,38,1,0.6434,0.7652,University Aix+AC0-Marseille,Machine Learning,19,20,361,TRUE,,,,
A8581,139,89,25,2,13,0.3597,1,1,Stanford University,Human Computer Interaction,5,3,25,TRUE,,,,
A8582,259,71,74,74,38,1,0.7143,1,#NAME?, Berkeley+ACI-,Systems and Networking,13,15,169,TRUE,,,
A8583,384,106,22,240,9,1,1,1,Oregon State University,Computing for Development,9,6,81,TRUE,,,,
A8584,877,307,183,104,120,1,1,0.8141,Washington University in St. Louis,Data Science,25,27,625,TRUE,,,,
A8585,772,756,5,10,0,0.0207,1,1,#NAME?, Berkeley  +ACI-,Systems and Networking,18,26,324,TRUE,,,
A8586,293,132,86,71,1,1,0.7065,1,University of Arizona,#NAME?, Vision, Animation, and Game Science+ACI-,12,16,144,TRUE,
A8587,890,705,87,88,4,0.2079,1,1,#NAME?, Riverside+ACI-,Theory of Computation,21,22,441,TRUE,,,
A8588,102,62,15,17,1,0.3922,1,0.9314,The University of Chicago,Computational +ACY- Synthetic Biology,7,4,49,TRUE,,,,
A8589,680,367,183,87,36,0.4603,0.7309,1,#NAME?, Berkeley+ACI-,Wireless and Sensor Systems,19,19,361,TRUE,,,
A859,376,204,16,147,2,0.4574,1,1,Oregon State University,Ubiquitous Computing,16,18,256,TRUE,,,,
A8590,726,418,217,23,30,0.4242,0.7011,1,Washington University in St. Louis  ,Security and Privacy,16,16,256,TRUE,,,,
A8591,719,578,98,33,3,0.1961,1,1,Washington University in St. Louis,Computer Architecture,21,22,441,TRUE,,,,
A8592,163,44,74,22,22,1,0.546,1,Tel Aviv University,Data Science,7,0,49,TRUE,,,,
A8593,264,178,14,60,3,0.3258,1,1,Vrije Universiteit Amsterdam ,Security and Privacy,12,14,144,TRUE,,,,
A8594,35,17,4,9,4,1,1,1,University of Rochester,#NAME?, Vision, Animation, and Game Science+ACI-,2,1,4,TRUE,
A8595,861,401,358,49,33,1,0.5842,1,#NAME?, Los Angeles+ACI-,Artificial Intelligence,23,27,529,TRUE,,,
A8596,590,501,49,22,0,0.1508,1,1,University Aix+AC0-Marseille,Programming Languages and Software Engineering,21,22,441,TRUE,,,,
A8597,56,30,15,0,6,0.4643,1,0.9107,University of Notre Dame,Artificial Intelligence,4,2,16,TRUE,,,,
A8598,166,40,77,39,8,1,0.5361,1,Northwestern University,Theory of Computation,7,1,49,TRUE,,,,
A8599,674,642,31,0,0,0.0475,1,1,University of Oxford,Artificial Intelligence,16,21,256,TRUE,,,,
A86,845,16,415,127,196,1,0.5089,0.8923, The University of Chicago,Computing for Development,26,28,676,TRUE,,,,
A860,474,261,182,22,6,0.4494,0.616,1,Vrije Universiteit Amsterdam ,Computational +ACY- Synthetic Biology,18,19,324,TRUE,,,,
A8600,64,50,12,0,0,0.2187,1,1,Oregon State University,Human Computer Interaction,5,1,25,TRUE,,,,
A8601,239,101,114,6,10,1,0.523,1,University of Washington,Natural Language Processing,10,5,100,TRUE,,,,
A8602,245,21,78,2,40,1,0.6816,0.5755,#NAME?, Berkeley  +ACI-,Human Computer Interaction,7,1,49,TRUE,,,
A8603,545,517,21,2,0,0.0514,1,1,Rijksuniversiteit Groningen,Data Management and Visualization,12,17,144,TRUE,,,,
A8604,634,290,151,41,104,1,1,0.9243,University Aix+AC0-Marseille,#NAME?, Vision, Animation, and Game Science+ACI-,16,19,256,TRUE,
A8605,872,549,47,88,58,0.3704,1,0.8509,Tel Aviv University,Wireless and Sensor Systems,19,24,361,TRUE,,,,
A8606,374,340,9,19,0,0.0909,1,1,#NAME?, Los Angeles+ACI-,#NAME?, Vision, Animation, and Game Science+ACI-,17,18,289,TRUE
A8607,617,304,197,15,15,1,0.6807,0.8606,University of Rochester,Computer Architecture,20,22,400,TRUE,,,,
A8608,923,280,529,107,1,1,0.4269,1,#NAME?, Berkeley  +ACI-,Wireless and Sensor Systems,22,23,484,TRUE,,,
A8609,461,264,45,142,6,0.4273,1,1,Oregon State University,Wireless and Sensor Systems,20,20,400,TRUE,,,,
A861,277,0,28,105,105,1,1,0.8592,University of Georgia ,Molecular Information Systems,12,15,144,TRUE,,,,
A8610,334,29,230,44,15,1,0.3114,1,University of Iowa,Security and Privacy,10,6,100,TRUE,,,,
A8611,791,190,493,76,15,1,0.3767,1,Washington University in St. Louis,Data Management and Visualization,23,25,529,TRUE,,,,
A8612,299,205,9,51,19,0.3144,1,1,The University of Chicago,Human Computer Interaction,13,14,169,TRUE,,,,
A8613,491,388,2,78,1,0.2098,1,1,Cornell University,Data Management and Visualization,16,17,256,TRUE,,,,
A8614,742,408,156,81,84,0.4501,1,1,Massachusetts Institute of Technology,Systems and Networking,26,26,676,TRUE,,,,
A8615,71,64,0,5,1,0.0986,1,1,University Aix+AC0-Marseille,Human Computer Interaction,4,1,16,TRUE,,,,
A8616,965,129,785,46,4,1,0.1865,1,The George Washington University,Security and Privacy,24,27,576,TRUE,,,,
A8617,249,98,15,12,60,1,1,0.743,Washington University in St. Louis  ,Data Management and Visualization,12,14,144,TRUE,,,,
A8618,235,152,29,17,7,0.3532,1,0.8723,Oregon State University,#NAME?, Vision, Animation, and Game Science+ACI-,8,3,64,TRUE,
A8619,849,493,68,138,120,0.4193,1,1,University of New Brunswick,Artificial Intelligence,24,27,576,TRUE,,,,
A862,919,787,127,2,1,0.1436,1,1,University of Pittsburgh  ,Natural Language Processing,27,27,729,TRUE,,,,
A8620,922,218,182,343,134,1,1,1,Aarhus University,Computer Architecture,26,29,676,TRUE,,,,
A8621,656,99,190,140,20,1,0.7104,0.6845,University of Toronto,Security and Privacy,15,17,225,TRUE,,,,
A8622,890,576,103,62,133,0.3528,1,1,Massachusetts Institute of Technology ,Theory of Computation,17,27,289,TRUE,,,,
A8623,164,99,2,6,42,0.3963,1,0.9085,University of Washington,Programming Languages and Software Engineering,6,1,36,TRUE,,,,
A8624,695,198,395,10,13,1,0.4317,0.8863,University of Auckland,Theory of Computation,23,23,529,TRUE,,,,
A8625,827,357,353,85,20,1,0.5732,1,University of Iowa,Wireless and Sensor Systems,21,26,441,TRUE,,,,
A8626,818,399,303,96,12,1,0.6296,1,Washington University in St. Louis  ,Computing for Development,27,27,729,TRUE,,,,
A8627,813,546,223,38,2,0.3284,0.7257,1,Massachusetts Institute of Technology ,Computing for Development,21,26,441,TRUE,,,,
A8628,74,49,10,1,9,0.3378,1,1,University of Rochester,Molecular Information Systems,5,3,25,TRUE,,,,
A8629,674,656,13,1,2,0.0267,1,1,#NAME?, Irvine +ACI-,Ubiquitous Computing,17,23,289,TRUE,,,
A863,787,415,85,106,45,0.4727,1,0.8272,Washington University in St. Louis  ,Wireless and Sensor Systems,14,14,196,TRUE,,,,
A8630,769,712,21,6,24,0.0741,1,1,#NAME?, Berkeley+ACI-,Machine Learning,19,20,361,TRUE,,,
A8631,972,507,383,75,3,0.4784,0.606,1,The University of Chicago,Theory of Computation,18,27,324,TRUE,,,,
A8632,756,730,11,9,3,0.0344,1,1,University of Arizona,Data Science,22,24,484,TRUE,,,,
A8633,870,438,308,99,7,0.4966,0.646,1,Flinders University of South Australia,Human Computer Interaction,19,19,361,TRUE,,,,
A8634,389,137,128,18,20,1,0.671,0.7789,Aarhus University,Computing for Development,10,5,100,TRUE,,,,
A8635,883,782,80,17,0,0.1144,1,1,The University of Chicago,Computing for Development,24,28,576,TRUE,,,,
A8636,827,389,410,10,11,1,0.5042,1,University of Toronto,Machine Learning,24,25,576,TRUE,,,,
A8637,334,195,9,10,74,0.4162,1,0.8623,University Aix+AC0-Marseille,#NAME?, Vision, Animation, and Game Science+ACI-,14,14,196,TRUE,
A8638,650,495,107,43,1,0.2385,1,1,University of Georgia ,Machine Learning,24,24,576,TRUE,,,,
A8639,231,124,50,45,4,0.4632,1,1,Indiana University,Machine Learning,7,3,49,TRUE,,,,
A864,930,13,240,242,329,1,0.7419,0.886,#NAME?, Berkeley+ACI-,Wireless and Sensor Systems,24,25,576,TRUE,,,
A8640,263,242,12,3,2,0.0798,1,1,Washington University in St. Louis  ,Programming Languages and Software Engineering,11,12,121,TRUE,,,,
A8641,97,75,16,5,0,0.2268,1,1,Indiana University,Data Management and Visualization,8,0,64,TRUE,,,,
A8642,527,131,156,45,123,1,0.704,0.8634,#NAME?, Berkeley+ACI-,Computational +ACY- Synthetic Biology,19,20,361,TRUE,,,
A8643,114,30,64,2,15,1,0.4386,1,University of Auckland,Computational +ACY- Synthetic Biology,6,2,36,TRUE,,,,
A8644,105,97,7,0,0,0.0762,1,1,Tel Aviv University,Data Management and Visualization,9,4,81,TRUE,,,,
A8645,474,202,8,200,60,1,1,1,#NAME?, Berkeley  +ACI-,Data Management and Visualization,12,16,144,TRUE,,,
A8646,299,257,32,2,0,0.1405,1,1,University of Notre Dame,Artificial Intelligence,14,14,196,TRUE,,,,
A8647,577,532,27,8,2,0.078,1,1,Oregon State University,Data Science,23,23,529,TRUE,,,,
A8648,967,231,48,489,119,1,1,0.9173,Rijksuniversiteit Groningen,Computing for Development,17,29,289,TRUE,,,,
A8649,643,116,485,22,10,1,0.2457,1,University of Arizona,Data Science,17,23,289,TRUE,,,,
A865,536,448,8,72,4,0.1642,1,1,Vrije Universiteit Amsterdam ,Natural Language Processing,12,16,144,TRUE,,,,
A8650,594,107,39,13,193,1,1,0.5926,The University of Chicago,Data Management and Visualization,15,16,225,TRUE,,,,
A8651,965,449,122,318,14,1,1,1,Oregon State University,Systems and Networking,16,27,256,TRUE,,,,
A8652,748,135,513,83,5,1,0.3142,1,Cornell University,Computer Architecture,16,19,256,TRUE,,,,
A8653,355,217,95,2,24,0.3887,0.7324,1,Tel Aviv University,Wireless and Sensor Systems,11,17,121,TRUE,,,,
A8654,322,198,108,15,0,0.3851,0.6646,1,Wesleyan University,Computational +ACY- Synthetic Biology,14,14,196,TRUE,,,,
A8655,338,185,4,147,1,0.4527,1,1,#NAME?, Berkeley+ACI-,#NAME?, Vision, Animation, and Game Science+ACI-,16,17,256,TRUE
A8656,84,19,34,30,0,1,0.5952,1,Massachusetts Institute of Technology,Natural Language Processing,4,0,16,TRUE,,,,
A8657,400,192,24,101,21,1,1,0.845,Aarhus University,Natural Language Processing,16,16,256,TRUE,,,,
A8658,789,407,289,56,2,0.4842,0.6337,1,Washington University in St. Louis,Theory of Computation,18,19,324,TRUE,,,,
A8659,54,34,18,0,0,0.3704,0.6667,1,Cornell University,Molecular Information Systems,3,1,9,TRUE,,,,
A866,645,285,286,23,37,1,0.5566,1,Flinders University of South Australia,Data Science,21,24,441,TRUE,,,,
A8660,638,374,246,15,1,0.4138,0.6144,1,Cornell University,Artificial Intelligence,23,24,529,TRUE,,,,
A8661,58,22,16,10,9,1,0.7241,1,#NAME?, Irvine +ACI-,Computational +ACY- Synthetic Biology,5,4,25,TRUE,,,
A8662,387,205,175,1,1,0.4703,0.5478,1,Oregon State University,Ubiquitous Computing,16,16,256,TRUE,,,,
A8663,163,9,19,130,4,1,1,1,Vrije Universiteit Amsterdam ,Computer Architecture,10,4,100,TRUE,,,,
A8664,424,86,120,204,13,1,0.717,1,University of Pittsburgh  ,Programming Languages and Software Engineering,11,15,121,TRUE,,,,
A8665,133,30,63,15,20,1,0.5263,1,Pontificia Universidad Catlica de Chile,Natural Language Processing,6,2,36,TRUE,,,,
A8666,66,27,33,4,0,1,0.5,1,University of Washington,Molecular Information Systems,7,4,49,TRUE,,,,
A8667,204,21,92,61,3,1,0.549,0.8676,Indiana University,Data Science,10,7,100,TRUE,,,,
A8668,691,247,81,211,91,1,1,0.9117,#NAME?, Berkeley  +ACI-,Data Management and Visualization,15,22,225,TRUE,,,
A8669,822,285,280,128,32,1,0.6594,0.882,Massachusetts Institute of Technology,Molecular Information Systems,24,27,576,TRUE,,,,
A867,394,177,168,19,28,1,0.5736,1,Boston University Graduate School,#NAME?, Vision, Animation, and Game Science+ACI-,12,17,144,TRUE,
A8670,692,303,107,2,84,1,1,0.7168,Wesleyan University,Ubiquitous Computing,19,20,361,TRUE,,,,
A8671,223,33,1,143,15,1,1,0.861,#NAME?, San Diego+ACI-,Data Management and Visualization,7,6,49,TRUE,,,
A8672,734,167,478,41,30,1,0.3488,1,Indiana University,Molecular Information Systems,24,25,576,TRUE,,,,
A8673,431,228,112,20,15,0.471,0.7401,0.8701,University of Toronto,Computer Architecture,19,19,361,TRUE,,,,
A8674,908,151,219,292,156,1,1,0.9009,Washington University in St. Louis,Programming Languages and Software Engineering,16,17,256,TRUE,,,,
A8675,675,343,47,25,232,0.4919,1,1,Boston University Graduate School,#NAME?, Vision, Animation, and Game Science+ACI-,19,22,361,TRUE,
A8676,983,127,292,206,111,1,0.703,0.7487,Tel Aviv University,Data Management and Visualization,25,27,625,TRUE,,,,
A8677,565,13,269,226,5,1,0.5239,0.908,#NAME?, Berkeley+ACI-,Systems and Networking,14,15,196,TRUE,,,
A8678,469,122,305,32,2,1,0.3497,1,University of Toronto,Human Computer Interaction,14,18,196,TRUE,,,,
A8679,917,108,99,132,177,1,1,0.5627,University of Washington,Human Computer Interaction,25,28,625,TRUE,,,,
A868,385,261,6,79,8,0.3221,1,0.9195,Tel Aviv University,Data Management and Visualization,9,7,81,TRUE,,,,
A8680,5,3,1,0,0,0.4,1,0.8,University of Georgia ,Data Management and Visualization,1,0,1,TRUE,,,,
A8681,449,66,193,31,97,1,0.5702,0.8619,Oregon State University,#NAME?, Vision, Animation, and Game Science+ACI-,19,19,361,TRUE,
A8682,235,212,1,4,13,0.0979,1,1,University of Auckland,Computer Architecture,7,6,49,TRUE,,,,
A8683,498,135,20,127,88,1,1,0.743,University of Arizona,Systems and Networking,14,16,196,TRUE,,,,
A8684,397,360,22,13,1,0.0932,1,1,#NAME?, Berkeley+ACI-,Machine Learning,18,18,324,TRUE,,,
A8685,677,227,324,14,19,1,0.5214,0.8626,Aarhus University,Ubiquitous Computing,18,23,324,TRUE,,,,
A8686,645,561,57,9,14,0.1302,1,1,Indiana University,Artificial Intelligence,19,22,361,TRUE,,,,
A8687,105,61,40,1,0,0.419,0.619,1,Boston University Graduate School,Data Science,6,5,36,TRUE,,,,
A8688,703,521,116,4,37,0.2589,1,1,University of Georgia ,#NAME?, Vision, Animation, and Game Science+ACI-,25,25,625,TRUE,
A8689,300,140,70,27,4,1,1,0.8033, The University of Chicago,Systems and Networking,10,0,100,TRUE,,,,
A869,708,355,93,218,19,0.4986,1,1,University of Georgia ,Computing for Development,24,24,576,TRUE,,,,
A8690,212,131,62,10,3,0.3821,0.7075,1,#NAME?, Berkeley  +ACI-,Computer Architecture,9,8,81,TRUE,,,
A8691,859,55,52,369,105,1,1,0.6764,University of Oxford,Data Management and Visualization,26,27,676,TRUE,,,,
A8692,563,494,40,0,1,0.1226,1,1,Vrije Universiteit Amsterdam ,Security and Privacy,15,17,225,TRUE,,,,
A8693,911,176,529,174,14,1,0.4193,1,University of Arizona,Systems and Networking,27,28,729,TRUE,,,,
A8694,66,25,1,17,4,1,1,0.7121,University of Arizona,Computational +ACY- Synthetic Biology,4,1,16,TRUE,,,,
A8695,639,75,257,247,34,1,0.5978,1,Cornell University,Human Computer Interaction,17,23,289,TRUE,,,,
A8696,459,83,104,126,40,1,1,0.7691,The University of Chicago,Data Management and Visualization,19,20,361,TRUE,,,,
A8697,927,584,206,51,50,0.37,1,1,University of Notre Dame,Machine Learning,16,23,256,TRUE,,,,
A8698,341,242,36,45,2,0.2903,1,1,University of Auckland,Wireless and Sensor Systems,15,16,225,TRUE,,,,
A8699,217,122,15,61,7,0.4378,1,1, The University of Chicago,Security and Privacy,9,8,81,TRUE,,,,
A87,329,3,82,134,42,1,0.7508,0.7933,The University of Chicago,Computer Architecture,14,15,196,TRUE,,,,
A870,758,736,5,6,5,0.029,1,1,#NAME?, Los Angeles+ACI-,Data Science,26,26,676,TRUE,,,
A8700,694,256,306,52,78,1,0.5591,1,University of Oxford,Artificial Intelligence,19,22,361,TRUE,,,,
A8701,635,475,156,2,1,0.252,1,1,#NAME?, Berkeley  +ACI-,Wireless and Sensor Systems,14,20,196,TRUE,,,
A8702,20,15,2,2,0,0.25,1,1,Washington University in St. Louis  ,Machine Learning,3,0,9,TRUE,,,,
A8703,271,37,37,23,164,1,1,1,#NAME?, Berkeley+ACI-,Human Computer Interaction,14,15,196,TRUE,,,
A8704,868,593,64,50,103,0.3168,1,1,Massachusetts Institute of Technology,Programming Languages and Software Engineering,19,22,361,TRUE,,,,
A8705,289,112,108,65,3,1,0.6263,1,Washington University in St. Louis,Machine Learning,10,4,100,TRUE,,,,
A8706,798,393,369,32,3,1,0.5376,1,Washington University in St. Louis  ,Programming Languages and Software Engineering,16,19,256,TRUE,,,,
A8707,286,247,35,0,3,0.1364,1,1,Washington University in St. Louis  ,Systems and Networking,14,15,196,TRUE,,,,
A8708,662,474,70,84,6,0.284,1,1,Pontificia Universidad Catlica de Chile,Theory of Computation,15,22,225,TRUE,,,,
A8709,306,172,103,20,7,0.4379,0.6634,1,#NAME?, Berkeley+ACI-,Ubiquitous Computing,8,5,64,TRUE,,,
A871,17,12,4,0,0,0.2941,1,1,University of Washington,Machine Learning,3,0,9,TRUE,,,,
A8710,172,161,2,6,0,0.064,1,1,Tel Aviv University,Computing for Development,10,4,100,TRUE,,,,
A8711,463,53,49,291,18,1,1,0.8877,The George Washington University,Systems and Networking,17,18,289,TRUE,,,,
A8712,981,843,29,41,38,0.1407,1,1, The University of Chicago,Computer Architecture,29,29,841,TRUE,,,,
A8713,936,691,241,0,1,0.2618,1,1,Rijksuniversiteit Groningen,Artificial Intelligence,16,19,256,TRUE,,,,
A8714,816,433,187,115,62,0.4694,1,1,#NAME?, Berkeley+ACI-,Data Science,24,25,576,TRUE,,,
A8715,961,315,385,164,9,1,0.5994,0.9084,#NAME?, Los Angeles+ACI-,Computing for Development,27,27,729,TRUE,,,
A8716,855,289,233,300,20,1,0.7275,1,University of Arizona,Machine Learning,19,26,361,TRUE,,,,
A8717,829,808,20,0,0,0.0253,1,1,University of New Brunswick,Theory of Computation,26,26,676,TRUE,,,,
A8718,583,217,194,98,28,1,0.6672,0.9211,Vrije Universiteit Amsterdam ,Security and Privacy,22,23,484,TRUE,,,,
A8719,516,486,14,11,1,0.0581,1,1, The University of Chicago,Machine Learning,20,20,400,TRUE,,,,
A872,871,51,716,50,50,1,0.178,1,University of Auckland,Ubiquitous Computing,17,19,289,TRUE,,,,
A8720,874,847,4,9,10,0.0309,1,1,The University of Chicago,Systems and Networking,26,27,676,TRUE,,,,
A8721,3,2,0,0,0,0.3333,1,0.6667,University of Rochester,Data Management and Visualization,1,0,1,TRUE,,,,
A8722,65,30,23,11,0,1,0.6462,1,Boston University Graduate School,Wireless and Sensor Systems,6,1,36,TRUE,,,,
A8723,5,3,0,0,0,0.4,1,0.6,Vrije Universiteit Amsterdam ,Computing for Development,1,0,1,TRUE,,,,
A8724,895,569,68,131,112,0.3642,1,1,#NAME?, Los Angeles+ACI-,Wireless and Sensor Systems,23,27,529,TRUE,,,
A8725,361,278,75,2,5,0.2299,1,1,Pontificia Universidad Catlica de Chile,Programming Languages and Software Engineering,17,17,289,TRUE,,,,
A8726,249,237,9,0,2,0.0482,1,1,University of Georgia ,Computer Architecture,12,14,144,TRUE,,,,
A8727,298,216,69,2,3,0.2752,1,1,University of Oxford,Wireless and Sensor Systems,14,14,196,TRUE,,,,
A8728,853,784,33,33,1,0.0809,1,1,Flinders University of South Australia,Human Computer Interaction,21,26,441,TRUE,,,,
A8729,182,16,93,40,12,1,0.489,0.8846,Oregon State University,Human Computer Interaction,12,12,144,TRUE,,,,
A873,592,78,438,47,19,1,0.2601,1,#NAME?, Berkeley+ACI-,Natural Language Processing,15,19,225,TRUE,,,
A8730,99,94,1,3,0,0.0505,1,1,Northwestern University,Computer Architecture,7,0,49,TRUE,,,,
A8731,796,168,230,277,63,1,0.7111,1,University of Washington,Ubiquitous Computing,21,23,441,TRUE,,,,
A8732,76,14,1,39,18,1,1,1,#NAME?, Los Angeles+ACI-,Ubiquitous Computing,5,3,25,TRUE,,,
A8733,110,49,18,15,20,1,1,0.9273,The George Washington University,Systems and Networking,6,4,36,TRUE,,,,
A8734,51,0,24,1,11,1,0.5294,0.7059,#NAME?, Berkeley+ACI-,Machine Learning,3,0,9,TRUE,,,
A8735,685,671,6,6,1,0.0204,1,1,University of Auckland,Machine Learning,15,18,225,TRUE,,,,
A8736,583,140,221,10,3,1,0.6209,0.6415,Rijksuniversiteit Groningen,Molecular Information Systems,19,21,361,TRUE,,,,
A8737,689,259,36,195,76,1,1,0.8215,University of Notre Dame,Computing for Development,13,22,169,TRUE,,,,
A8738,183,55,70,53,0,1,0.6175,1,Rijksuniversiteit Groningen,Security and Privacy,11,12,121,TRUE,,,,
A8739,915,894,0,8,1,0.023,1,1,University of Arizona,Programming Languages and Software Engineering,18,18,324,TRUE,,,,
A874,850,587,44,202,16,0.3094,1,1,Indiana University,Data Science,28,28,784,TRUE,,,,
A8740,381,333,42,4,0,0.126,1,1,Tel Aviv University,Ubiquitous Computing,18,18,324,TRUE,,,,
A8741,746,729,12,1,3,0.0228,1,1,Rijksuniversiteit Groningen,Data Science,18,20,324,TRUE,,,,
A8742,931,192,692,23,8,1,0.2567,1,Boston University Graduate School,Programming Languages and Software Engineering,26,28,676,TRUE,,,,
A8743,845,348,180,288,12,1,1,1,Boston University Graduate School,Data Science,20,24,400,TRUE,,,,
A8744,497,339,130,14,8,0.3179,1,1,University of Arizona,Security and Privacy,18,20,324,TRUE,,,,
A8745,547,270,268,0,1,0.5064,0.5101,1,Aarhus University,Data Science,11,12,121,TRUE,,,,
A8746,816,423,155,102,47,0.4816,1,0.8909,University of New Brunswick,Data Management and Visualization,23,23,529,TRUE,,,,
A8747,273,73,170,12,17,1,0.3773,1,Washington University in St. Louis,Security and Privacy,11,12,121,TRUE,,,,
A8748,523,106,201,48,13,1,0.6157,0.7036,#NAME?, San Diego+ACI-,Machine Learning,12,14,144,TRUE,,,
A8749,252,216,19,15,1,0.1429,1,1,The University of Chicago,Machine Learning,8,5,64,TRUE,,,,
A875,879,784,26,0,32,0.1081,1,1,Oregon State University,Natural Language Processing,28,28,784,TRUE,,,,
A8750,197,56,75,36,11,1,0.6193,0.9036,Vrije Universiteit Amsterdam ,Data Science,9,8,81,TRUE,,,,
A8751,502,303,6,93,81,0.3964,1,1,Washington University in St. Louis  ,Human Computer Interaction,15,18,225,TRUE,,,,
A8752,617,564,37,15,0,0.0859,1,1,University Aix+AC0-Marseille,Computational +ACY- Synthetic Biology,23,23,529,TRUE,,,,
A8753,246,154,50,30,2,0.374,1,1,Wesleyan University,Wireless and Sensor Systems,13,13,169,TRUE,,,,
A8754,383,343,8,13,6,0.1044,1,1,Boston University Graduate School,Systems and Networking,11,11,121,TRUE,,,,
A8755,90,88,1,0,0,0.0222,1,1,#NAME?, Irvine +ACI-,Computer Architecture,4,3,16,TRUE,,,
A8756,454,362,40,8,39,0.2026,1,1,Rijksuniversiteit Groningen,Molecular Information Systems,15,19,225,TRUE,,,,
A8757,42,26,13,0,2,0.381,0.6905,1,Oregon State University,Machine Learning,4,1,16,TRUE,,,,
A8758,419,125,148,36,104,1,0.6468,1,#NAME?, Riverside+ACI-,Machine Learning,13,14,169,TRUE,,,
A8759,287,172,63,48,1,0.4007,1,1,Rijksuniversiteit Groningen,Computing for Development,8,6,64,TRUE,,,,
A876,575,39,496,6,5,1,0.1374,1,University of Rochester,Wireless and Sensor Systems,12,20,144,TRUE,,,,
A8760,730,530,5,84,90,0.274,1,1,University of Massachusetts Amhers ,Human Computer Interaction,16,26,256,TRUE,,,,
A8761,268,147,92,1,15,0.4515,0.6567,1,Indiana University,Computer Architecture,8,5,64,TRUE,,,,
A8762,792,118,350,292,30,1,0.5581,1,Rijksuniversiteit Groningen,Wireless and Sensor Systems,14,22,196,TRUE,,,,
A8763,224,66,75,46,29,1,0.6652,1,Stanford University,Wireless and Sensor Systems,8,1,64,TRUE,,,,
A8764,673,374,73,61,3,0.4443,1,0.7593,Rijksuniversiteit Groningen,Artificial Intelligence,20,24,400,TRUE,,,,
A8765,432,376,18,33,3,0.1296,1,1,University of Iowa,#NAME?, Vision, Animation, and Game Science+ACI-,10,9,100,TRUE,
A8766,966,803,106,1,55,0.1687,1,1,Boston University Graduate School,Wireless and Sensor Systems,15,24,225,TRUE,,,,
A8767,246,126,84,28,5,0.4878,0.6585,1,Massachusetts Institute of Technology ,Programming Languages and Software Engineering,7,3,49,TRUE,,,,
A8768,36,7,28,0,0,1,0.2222,1,Flinders University of South Australia,Natural Language Processing,5,0,25,TRUE,,,,
A8769,106,34,9,61,1,1,1,1,Flinders University of South Australia,Data Management and Visualization,7,2,49,TRUE,,,,
A877,839,720,70,0,34,0.1418,1,1,Stanford University,Programming Languages and Software Engineering,14,22,196,TRUE,,,,
A8770,735,21,194,513,3,1,0.7361,1,University of Massachusetts Amhers ,Computational +ACY- Synthetic Biology,18,23,324,TRUE,,,,
A8771,260,214,44,0,1,0.1769,1,1,University Aix+AC0-Marseille,#NAME?, Vision, Animation, and Game Science+ACI-,13,15,169,TRUE,
A8772,460,455,4,0,0,0.0109,1,1,University of Massachusetts Amhers ,Wireless and Sensor Systems,12,13,144,TRUE,,,,
A8773,443,436,4,1,0,0.0158,1,1,University of Iowa,Molecular Information Systems,16,20,256,TRUE,,,,
